user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
TARA_009_SRF_0.22-1.6_bin.14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__Micropelagos;s__Micropelagos sp002450335	GCA_002450335.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__Micropelagos;s__Micropelagos sp002450335	99.88	0.95	GCA_002450335.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__Micropelagos;s__Micropelagos sp002450335	99.88	0.95	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__Micropelagos;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003535555.1, s__Micropelagos sp003535555, 95.0, 90.77, 0.81; GCA_002700915.1, s__Micropelagos sp002700915, 95.0, 89.95, 0.91; GCA_002683515.1, s__Micropelagos sp002683515, 95.0, 89.1, 0.75; GCF_000469155.1, s__Micropelagos thuwalensis, 95.0, 84.03, 0.89; GCF_000293845.2, s__Micropelagos sp000293845, 95.0, 82.55, 0.82	95.06	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.146	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__Ponticaulis sp002173095	GCA_002173095.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__Ponticaulis sp002173095	99.99	0.97	GCA_002173095.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__Ponticaulis sp002173095	99.99	0.97	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002338565.1, s__Ponticaulis sp002338565, 95.0, 79.08, 0.43; GCF_000420665.1, s__Ponticaulis koreensis, 95.0, 78.9, 0.41; GCA_002723155.1, s__Ponticaulis sp002723155, 95.0, 78.9, 0.44; GCA_002701295.1, s__Ponticaulis sp002701295, 95.0, 77.96, 0.21; GCA_002692725.1, s__Ponticaulis sp002692725, 95.0, 77.72, 0.25; GCA_002699325.1, s__Ponticaulis sp002699325, 95.0, 77.1, 0.22	79.82	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.149	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp002457765	GCA_002457765.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp002457765	99.5	0.92	GCA_002457765.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp002457765	99.5	0.92	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002689625.1, s__UBA8309 sp002689625, 95.0, 99.2, 0.81; GCA_002683535.1, s__UBA8309 sp002683535, 95.0, 88.54, 0.85; GCA_002686685.1, s__UBA8309 sp002686685, 95.0, 78.86, 0.49; GCA_004213025.1, s__UBA8309 sp004213025, 95.0, 78.2, 0.42; GCA_002457745.1, s__UBA8309 sp002457745, 95.0, 78.12, 0.36; GCA_001627655.1, s__UBA8309 sp001627655, 95.0, 78.06, 0.39; GCA_002695585.1, s__UBA8309 sp002695585, 95.0, 78.05, 0.38; GCA_002731315.1, s__UBA8309 sp002731315, 95.0, 77.83, 0.35	77.68	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.28	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA11663;s__UBA11663 sp002863145	GCA_002863145.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA11663;s__UBA11663 sp002863145	96.98	0.84	GCA_002863145.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA11663;s__UBA11663 sp002863145	96.98	0.84	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA11663;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002683345.1, s__UBA11663 sp002683345, 95.0, 91.2, 0.73; GCA_002729115.1, s__UBA11663 sp002729115, 95.0, 79.44, 0.46; GCA_002469765.1, s__UBA11663 sp002469765, 95.0, 78.86, 0.4; GCA_002313415.1, s__UBA11663 sp002313415, 95.0, 78.67, 0.44	94.17	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.43	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__Ponticaulis sp002338565	GCA_002338565.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__Ponticaulis sp002338565	99.96	0.99	GCA_002338565.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__Ponticaulis sp002338565	99.96	0.99	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002723155.1, s__Ponticaulis sp002723155, 95.0, 92.94, 0.9; GCF_000420665.1, s__Ponticaulis koreensis, 95.0, 92.14, 0.91; GCA_002173095.1, s__Ponticaulis sp002173095, 95.0, 79.21, 0.43; GCA_002701295.1, s__Ponticaulis sp002701295, 95.0, 77.82, 0.23; GCA_002692725.1, s__Ponticaulis sp002692725, 95.0, 77.39, 0.24; GCA_002699325.1, s__Ponticaulis sp002699325, 95.0, 77.28, 0.24	96.83	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.66	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA7378;s__UBA7378 sp002469805	GCA_002469805.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA7378;s__UBA7378 sp002469805	99.42	0.87	GCA_002469805.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA7378;s__UBA7378 sp002469805	99.42	0.87	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA7378;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002689195.1, s__UBA7378 sp002689195, 95.0, 78.35, 0.49	81.55	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.71	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__UBA8316 sp003538555	GCA_003538555.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__UBA8316 sp003538555	97.95	0.89	GCA_003538555.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__UBA8316 sp003538555	97.95	0.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002716845.1, s__UBA8316 sp002716845, 95.0, 93.33, 0.68; GCA_002364535.1, s__UBA8316 sp002364535, 95.0, 78.01, 0.32; GCA_002390455.1, s__UBA8316 sp002390455, 95.0, 77.36, 0.3; GCA_002687665.1, s__UBA8316 sp002687665, 95.0, 76.97, 0.18; GCA_002711215.1, s__UBA8316 sp002711215, 95.0, 76.91, 0.18; GCA_002336305.1, s__UBA8316 sp002336305, 95.0, 76.76, 0.21; GCA_002171295.2, s__UBA8316 sp002171295, 95.0, 76.31, 0.13; GCA_002695445.1, s__UBA8316 sp002695445, 95.0, 76.12, 0.11	90.79	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.72	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA11891;s__UBA11891 sp003533785	GCA_003533785.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA11891;s__UBA11891 sp003533785	99.83	0.88	GCA_003533785.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA11891;s__UBA11891 sp003533785	99.83	0.88	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.35	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.83	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__MED-G17;s__MED-G17 sp002457675	GCA_002457675.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__MED-G17;s__MED-G17 sp002457675	99.87	0.96	GCA_002457675.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__MED-G17;s__MED-G17 sp002457675	99.87	0.96	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.54	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.94	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002470275	GCA_002470275.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002470275	99.72	0.98	GCA_002470275.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002470275	99.72	0.98	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002727775.1, s__UBA4421 sp002727775, 95.0, 77.1, 0.02; GCA_002704325.1, s__UBA4421 sp002704325, 95.0, 76.67, 0.04; GCA_002684495.1, s__UBA4421 sp002684495, 95.0, 76.64, 0.04; GCA_004213835.1, s__UBA4421 sp004213835, 95.0, 76.64, 0.07; GCA_002704225.1, s__UBA4421 sp002704225, 95.0, 76.62, 0.05; GCA_002348825.1, s__UBA4421 sp002348825, 95.0, 76.44, 0.04; GCA_002726925.1, s__UBA4421 sp002726925, 95.0, 76.43, 0.05; GCA_002389675.1, s__UBA4421 sp002389675, 95.0, 76.37, 0.02; GCA_002690405.1, s__UBA4421 sp002690405, 95.0, 76.35, 0.04; GCA_002390555.1, s__UBA4421 sp002390555, 95.0, 76.3, 0.04; GCA_003230835.1, s__UBA4421 sp003230835, 95.0, 76.3, 0.02; GCA_002725095.1, s__UBA4421 sp002725095, 95.0, 76.3, 0.04; GCA_002170355.2, s__UBA4421 sp002170355, 95.0, 76.09, 0.03; GCA_002336645.1, s__UBA4421 sp002336645, 95.0, 76.05, 0.03; GCA_002731575.1, s__UBA4421 sp002731575, 95.0, 76.0, 0.08; GCA_002450255.1, s__UBA4421 sp002450255, 95.0, 75.73, 0.03	97.38	11	N/A	N/A
TARA_018_SRF_0.22-1.6_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales_C;f__TMED2;g__TMED2;s__TMED2 sp002168225	GCA_002168225.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales_C;f__TMED2;g__TMED2;s__TMED2 sp002168225	99.99	1.0	GCA_002168225.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales_C;f__TMED2;g__TMED2;s__TMED2 sp002168225	99.99	1.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	98.02	11	N/A	N/A
TARA_018_SRF_0.22-1.6_bin.29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA868;s__UBA868 sp002477475	GCA_002477475.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA868;s__UBA868 sp002477475	99.77	0.96	GCA_002477475.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA868;s__UBA868 sp002477475	99.77	0.96	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA868;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002713825.1, s__UBA868 sp002713825, 95.0, 90.41, 0.81; GCA_002694065.1, s__UBA868 sp002694065, 95.0, 90.36, 0.8; GCA_002346525.1, s__UBA868 sp002346525, 95.0, 85.25, 0.68; GCA_004212795.1, s__UBA868 sp002295285, 95.0, 78.75, 0.07; GCA_002171735.1, s__UBA868 sp002171735, 95.0, 78.36, 0.32; GCA_003529705.1, s__UBA868 sp003529705, 95.0, 78.03, 0.25; GCA_002327725.1, s__UBA868 sp002327725, 95.0, 77.66, 0.28	96.03	11	N/A	N/A
TARA_018_SRF_0.22-1.6_bin.69	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA7434;g__UBA7434;s__UBA7434 sp002339085	GCA_002339085.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA7434;g__UBA7434;s__UBA7434 sp002339085	99.88	0.93	GCA_002339085.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA7434;g__UBA7434;s__UBA7434 sp002339085	99.88	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA7434;g__UBA7434;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002726445.1, s__UBA7434 sp002726445, 95.0, 88.97, 0.83; GCA_002336035.1, s__UBA7434 sp002336035, 95.0, 78.65, 0.42; GCA_004283095.1, s__UBA7434 sp004283095, 95.0, 76.62, 0.02; GCA_003492055.1, s__UBA7434 sp003492055, 95.0, 76.49, 0.09; GCA_002480045.1, s__UBA7434 sp002480045, 95.0, 75.86, 0.04	86.09	11	N/A	N/A
TARA_018_SRF_lt-0.22_bin.10	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Marinirhabdus;s__Marinirhabdus sp002337605	GCA_002337605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Marinirhabdus;s__Marinirhabdus sp002337605	99.99	0.99	GCA_002337605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Marinirhabdus;s__Marinirhabdus sp002337605	99.99	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Marinirhabdus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002707745.1, s__Marinirhabdus sp002707745, 95.0, 80.55, 0.58; GCA_002375495.1, s__Marinirhabdus sp002375495, 95.0, 79.65, 0.33; GCF_003353425.1, s__Marinirhabdus gelatinilytica, 95.0, 78.71, 0.38	98.13	11	N/A	N/A
