user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
TARA_007_SRF_0.22-1.6_bin.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__UBA8316 sp002390455	GCA_002390455.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__UBA8316 sp002390455	98.55	0.79	GCA_002390455.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__UBA8316 sp002390455	98.55	0.79	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002364535.1, s__UBA8316 sp002364535, 95.0, 81.37, 0.71; GCA_002687665.1, s__UBA8316 sp002687665, 95.0, 79.39, 0.52; GCA_002336305.1, s__UBA8316 sp002336305, 95.0, 78.6, 0.48; GCA_002711215.1, s__UBA8316 sp002711215, 95.0, 77.72, 0.35; GCA_003538555.1, s__UBA8316 sp003538555, 95.0, 77.44, 0.3; GCA_002716845.1, s__UBA8316 sp002716845, 95.0, 76.58, 0.2; GCA_002171295.2, s__UBA8316 sp002171295, 95.0, 76.4, 0.15; GCA_002695445.1, s__UBA8316 sp002695445, 95.0, 76.24, 0.11	85.83	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.101	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002167605	GCA_002167605.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002167605	99.08	0.79	GCA_002167605.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002167605	99.08	0.79	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002692605.1, s__MB11C04 sp002692605, 95.0, 80.53, 0.59; GCA_002713685.1, s__MB11C04 sp002713685, 95.0, 78.81, 0.08; GCA_002171765.1, s__MB11C04 sp002171765, 95.0, 78.77, 0.1; GCA_003448565.1, s__MB11C04 sp003448565, 95.0, 78.39, 0.09; GCA_002364975.1, s__MB11C04 sp002364975, 95.0, 78.15, 0.11; GCA_002168015.1, s__MB11C04 sp002168015, 95.0, 78.01, 0.06; GCA_002689665.1, s__MB11C04 sp002689665, 95.0, 77.59, 0.07; GCA_002167265.1, s__MB11C04 sp002167265, 95.0, 77.52, 0.06; GCA_002726435.1, s__MB11C04 sp002726435, 95.0, 76.94, 0.08; GCA_002692535.1, s__MB11C04 sp002692535, 95.0, 76.9, 0.06; GCA_002694035.1, s__MB11C04 sp002694035, 95.0, 76.89, 0.04; GCA_002686835.1, s__MB11C04 sp002686835, 95.0, 76.84, 0.05; GCA_002477515.1, s__MB11C04 sp002477515, 95.0, 76.83, 0.06; GCA_002500665.1, s__MB11C04 sp002500665, 95.0, 76.74, 0.07; GCA_002722545.1, s__MB11C04 sp002722545, 95.0, 76.36, 0.07	85.16	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.104	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA1172;s__UBA1172 sp002457135	GCA_002457135.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA1172;s__UBA1172 sp002457135	99.61	0.98	GCA_002457135.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA1172;s__UBA1172 sp002457135	99.61	0.98	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.17	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.108	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__MED-G17;s__MED-G17 sp002457675	GCA_002457675.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__MED-G17;s__MED-G17 sp002457675	99.86	0.97	GCA_002457675.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__MED-G17;s__MED-G17 sp002457675	99.86	0.97	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	97.18	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.121	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA1275;s__UBA1275 sp002457365	GCA_002457365.1	95.0	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA1275;s__UBA1275 sp002457365	99.61	0.86	GCA_002457365.1	95.0	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA1275;s__UBA1275 sp002457365	99.61	0.86	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA1275;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002323515.1, s__UBA1275 sp002323515, 95.0, 93.39, 0.82; GCA_002730655.1, s__UBA1275 sp002730655, 95.0, 81.57, 0.51; GCA_002348545.1, s__UBA1275 sp002348545, 95.0, 81.01, 0.58; GCA_002720745.1, s__UBA1275 sp002720745, 95.0, 80.96, 0.71	92.44	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.18	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__	N/A	N/A	N/A	N/A	N/A	GCA_002292265.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__MS024-2A sp002292265	94.74	0.88	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000173095.1, s__MS024-2A sp000173095, 95.0, 77.37, 0.16; GCA_002169865.1, s__MS024-2A sp002169865, 95.0, 77.22, 0.14; GCA_002167945.1, s__MS024-2A sp002167945, 95.0, 77.14, 0.15; GCA_002714815.1, s__MS024-2A sp002714815, 95.0, 76.94, 0.2; GCA_002705385.1, s__MS024-2A sp002705385, 95.0, 76.62, 0.14; GCA_002384715.1, s__MS024-2A sp002384715, 95.0, 76.3, 0.11; GCA_003130815.1, s__MS024-2A sp003130815, 95.0, 76.23, 0.09; GCA_002167525.1, s__MS024-2A sp002167525, 95.0, 76.02, 0.1	82.24	11	0.9941350286057753	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
TARA_009_SRF_0.22-1.6_bin.200	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A_A;s__MS024-2A_A sp002457295	GCA_002457295.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A_A;s__MS024-2A_A sp002457295	99.58	0.95	GCA_002457295.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A_A;s__MS024-2A_A sp002457295	99.58	0.95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	91.59	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.215	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA7378;s__UBA7378 sp002469805	GCA_002469805.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA7378;s__UBA7378 sp002469805	99.4	0.86	GCA_002469805.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA7378;s__UBA7378 sp002469805	99.4	0.86	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA7378;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002689195.1, s__UBA7378 sp002689195, 95.0, 78.46, 0.51	94.72	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.237	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002470275	GCA_002470275.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002470275	99.72	0.98	GCA_002470275.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002470275	99.72	0.98	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002727775.1, s__UBA4421 sp002727775, 95.0, 77.1, 0.02; GCA_004213835.1, s__UBA4421 sp004213835, 95.0, 76.64, 0.07; GCA_002704225.1, s__UBA4421 sp002704225, 95.0, 76.62, 0.05; GCA_002704325.1, s__UBA4421 sp002704325, 95.0, 76.59, 0.04; GCA_002684495.1, s__UBA4421 sp002684495, 95.0, 76.58, 0.04; GCA_002348825.1, s__UBA4421 sp002348825, 95.0, 76.44, 0.04; GCA_002726925.1, s__UBA4421 sp002726925, 95.0, 76.43, 0.06; GCA_002389675.1, s__UBA4421 sp002389675, 95.0, 76.37, 0.02; GCA_002390555.1, s__UBA4421 sp002390555, 95.0, 76.3, 0.04; GCA_003230835.1, s__UBA4421 sp003230835, 95.0, 76.3, 0.02; GCA_002725095.1, s__UBA4421 sp002725095, 95.0, 76.3, 0.04; GCA_002690405.1, s__UBA4421 sp002690405, 95.0, 76.25, 0.04; GCA_002731575.1, s__UBA4421 sp002731575, 95.0, 76.2, 0.08; GCA_002170355.2, s__UBA4421 sp002170355, 95.0, 76.09, 0.03; GCA_002336645.1, s__UBA4421 sp002336645, 95.0, 76.05, 0.03; GCA_002450255.1, s__UBA4421 sp002450255, 95.0, 75.69, 0.03	96.07	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.277	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales_C;f__TMED2;g__TMED2;s__TMED2 sp002168225	GCA_002168225.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales_C;f__TMED2;g__TMED2;s__TMED2 sp002168225	99.99	0.99	GCA_002168225.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales_C;f__TMED2;g__TMED2;s__TMED2 sp002168225	99.99	0.99	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.71	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.288	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002477465	GCA_002477465.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002477465	99.0	0.93	GCA_002477465.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002477465	99.0	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002684935.1, s__UBA9145 sp002684935, 95.0, 91.34, 0.79; GCA_002729315.1, s__UBA9145 sp002729315, 95.0, 77.17, 0.11; GCA_002691885.1, s__UBA9145 sp002691885, 95.0, 77.17, 0.12; GCA_002715615.1, s__UBA9145 sp002715615, 95.0, 77.14, 0.07; GCA_003514305.1, s__UBA9145 sp003514305, 95.0, 77.05, 0.08; GCA_002727755.1, s__UBA9145 sp002727755, 95.0, 76.99, 0.02; GCA_002719575.1, s__UBA9145 sp002719575, 95.0, 76.82, 0.07; GCA_003483155.1, s__UBA9145 sp003483155, 95.0, 76.65, 0.07; GCA_002457215.1, s__UBA9145 sp002457215, 95.0, 76.51, 0.05; GCA_002401885.1, s__UBA9145 sp002401885, 95.0, 76.33, 0.05; GCA_002726595.1, s__UBA9145 sp002726595, 95.0, 76.22, 0.03; GCA_003451715.1, s__UBA9145 sp003451715, 95.0, 76.21, 0.05; GCA_002402175.1, s__UBA9145 sp002402175, 95.0, 76.2, 0.03; GCA_002694855.1, s__UBA9145 sp002694855, 95.0, 76.17, 0.04; GCA_002723195.1, s__UBA9145 sp002723195, 95.0, 76.16, 0.03; GCA_002172295.1, s__UBA9145 sp002172295, 95.0, 76.14, 0.03; GCA_002377605.1, s__UBA9145 sp002377605, 95.0, 76.06, 0.05; GCA_002714195.1, s__UBA9145 sp002714195, 95.0, 75.99, 0.03; GCA_002731775.1, s__UBA9145 sp002731775, 95.0, 75.92, 0.05; GCA_002730035.1, s__UBA9145 sp002730035, 95.0, 75.91, 0.07; GCA_002712055.1, s__UBA9145 sp002712055, 95.0, 75.73, 0.03	92.0	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.341	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002450255	GCA_002450255.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002450255	99.73	0.93	GCA_002450255.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002450255	99.73	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002726925.1, s__UBA4421 sp002726925, 95.0, 77.65, 0.05; GCA_004213835.1, s__UBA4421 sp004213835, 95.0, 77.1, 0.05; GCA_002727775.1, s__UBA4421 sp002727775, 95.0, 76.74, 0.01; GCA_002725095.1, s__UBA4421 sp002725095, 95.0, 76.7, 0.05; GCA_002390555.1, s__UBA4421 sp002390555, 95.0, 76.34, 0.03; GCA_002389675.1, s__UBA4421 sp002389675, 95.0, 76.3, 0.02; GCA_002348825.1, s__UBA4421 sp002348825, 95.0, 76.26, 0.05; GCA_002690405.1, s__UBA4421 sp002690405, 95.0, 76.26, 0.03; GCA_002684495.1, s__UBA4421 sp002684495, 95.0, 76.23, 0.04; GCA_002704225.1, s__UBA4421 sp002704225, 95.0, 76.15, 0.04; GCA_002170355.2, s__UBA4421 sp002170355, 95.0, 76.02, 0.04; GCA_002731575.1, s__UBA4421 sp002731575, 95.0, 75.93, 0.06; GCA_002704325.1, s__UBA4421 sp002704325, 95.0, 75.92, 0.04; GCA_003230835.1, s__UBA4421 sp003230835, 95.0, 75.89, 0.02; GCA_002336645.1, s__UBA4421 sp002336645, 95.0, 75.64, 0.03; GCA_002470275.1, s__UBA4421 sp002470275, 95.0, 75.38, 0.04	97.16	11	N/A	N/A
