,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
18548,k__Bacteria (UID203),5449,104,58, 79,25, 0,0, 0, 0, 37.93,0.00, 0.00,495,486,36,family,0.89,0.87,0.58,0.29,0.7,0.67,0.58,False
19209,k__Bacteria (UID203),5449,104,58, 88,16, 0,0, 0, 0, 24.14,0.00, 0.00,487,443,10,family,0.83,0.76,0.01,0.71,3.73,0.53,0.4,True
19245,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,321,153,4,kingdom,0.98,0.47,0.0,0.0,0.0,0.44,0.21,True
19331,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,272,113,28,kingdom,0.98,0.41,0.0,0.0,0.0,0.44,0.18,True
19472,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,328,162,7,phylum,0.86,0.43,0.03,0.28,0.84,0.42,0.18,True
20019,k__Bacteria (UID203),5449,104,58, 90,14, 0,0, 0, 0, 18.97,0.00, 0.00,398,370,13,class,0.77,0.72,0.07,0.12,0.27,0.55,0.39,True
20064,k__Bacteria (UID203),5449,104,58, 76,28, 0,0, 0, 0, 43.10,0.00, 0.00,1147,1124,47,kingdom,1.0,0.98,0.0,0.0,0.0,0.76,0.74,True
20386,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,235,205,24,order,0.53,0.46,0.16,0.62,4.25,0.46,0.21,True
21393,k__Bacteria (UID203),5449,104,58, 97,7,0,0, 0, 0,6.21,0.00, 0.00,217,203,11,genus,0.46,0.43,0.11,0.49,1.0,0.64,0.28,True
22800,k__Bacteria (UID203),5449,104,58, 97,7,0,0, 0, 0, 10.34,0.00, 0.00,205,198,7,class,0.95,0.92,0.25,0.11,0.24,0.61,0.56,True
24, c__Alphaproteobacteria (UID3305),564, 349, 230, 2,347, 0,0, 0, 0, 99.13,0.00, 0.00,2989,2600,18,family,0.69,0.6,0.08,0.32,1.01,0.59,0.36,True
27164,k__Bacteria (UID203),5449,102,58, 87,15, 0,0, 0, 0, 24.14,0.00, 0.00,455,432,27,kingdom,1.0,0.95,0.0,0.0,0.0,0.52,0.49,True
28140,k__Bacteria (UID203),5449,102,58, 92,10, 0,0, 0, 0, 13.79,0.00, 0.00,258,241,19,class,0.9,0.84,0.08,0.1,0.21,0.55,0.46,True
30986,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,308,144,13,kingdom,1.0,0.47,0.0,0.03,0.06,0.42,0.2,True
37009,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,173,165,5,kingdom,0.99,0.95,0.0,0.0,0.0,0.52,0.49,True
38904, k__Archaea (UID2),207, 149, 107,132,17, 0,0, 0, 0, 13.08,0.00, 0.00,361,313,78,kingdom,1.0,0.87,0.0,0.07,0.16,0.58,0.5,True
39159,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,278,117,6,kingdom,1.0,0.42,0.17,0.03,0.05,0.37,0.15,True
5982, p__Euryarchaeota (UID3), 148, 188, 125, 21, 160, 7,0, 0, 0, 84.67,5.20,14.29,1727,1569,151,kingdom,1.0,0.91,0.18,0.08,0.17,0.6,0.55,True
6106, p__Euryarchaeota (UID3), 148, 188, 125, 29, 154, 5,0, 0, 0, 78.40,2.86,60.00,1662,1499,180,kingdom,1.0,0.9,0.27,0.06,0.13,0.63,0.57,True
6174,p__Cyanobacteria (UID2143), 129, 472, 368,386,85, 1,0, 0, 0, 15.66,0.27, 0.00,315,313,79,kingdom,1.0,0.99,0.0,0.0,0.0,0.96,0.95,True
6410,k__Archaea (UID2),207, 149, 107,130,12, 7,0, 0, 0,6.31,0.50, 0.00,488,164,18,kingdom,1.0,0.34,0.0,0.13,0.29,0.37,0.12,True
6792, k__Bacteria (UID203),5449,104,58, 63,41, 0,0, 0, 0, 60.34,0.00, 0.00,1390,1322,20,class,0.92,0.88,0.07,0.09,0.21,0.6,0.53,True
9787,k__Archaea (UID2),207, 149, 107,129,13, 7,0, 0, 0,6.31,0.50, 0.00,403,152,9,kingdom,1.0,0.38,0.0,0.12,0.26,0.39,0.15,True
