,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
16477,k__Bacteria (UID203),5449,104,58, 63,40, 1,0, 0, 0, 62.07,1.72, 0.00,1385,1334,38,phylum,0.97,0.93,0.18,0.08,0.18,0.7,0.66,True
16875, k__Bacteria (UID1452),924, 151, 101, 41,94, 16, 0, 0, 0, 78.58,7.92, 6.25,1678,1525,28,phylum,0.81,0.74,0.05,0.49,2.2,0.48,0.35,True
16890, k__Archaea (UID2),207, 149, 107,135,14, 0,0, 0, 0, 10.75,0.00, 0.00,200,194,11,phylum,0.95,0.92,0.19,0.02,0.04,0.73,0.67,True
16953,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,332,330,15,class,0.9,0.9,0.25,0.18,0.44,0.59,0.53,True
1708,k__Bacteria (UID3187),2258,188, 117, 37, 149, 2,0, 0, 0, 92.82,1.71, 0.00,2084,1981,36,phylum,0.87,0.83,0.03,0.25,0.73,0.53,0.44,True
17186,k__Bacteria (UID203),5449,103,57, 99,4,0,0, 0, 0,5.26,0.00, 0.00,226,210,12,phylum,0.85,0.79,0.06,0.39,1.22,0.55,0.43,True
17209, k__Bacteria (UID1452),924, 151, 101,112,39, 0,0, 0, 0, 14.96,0.00, 0.00,442,402,17,class,0.71,0.64,0.09,0.85,9.58,0.48,0.31,True
17506,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,259,254,12,phylum,0.92,0.9,0.06,0.05,0.1,0.56,0.5,True
17870,k__Bacteria (UID203),5449,103,57, 91,12, 0,0, 0, 0, 17.54,0.00, 0.00,374,342,21,genus,0.45,0.41,0.11,0.64,2.93,0.5,0.2,True
17886, k__Bacteria (UID1452),924, 151, 101, 24, 126, 1,0, 0, 0, 77.89,0.20, 0.00,1585,1451,19,class,0.67,0.61,0.04,0.72,5.36,0.48,0.29,True
18362,k__Bacteria (UID203),5449,104,58,104,0,0,0, 0, 0,0.00,0.00, 0.00,193,183,14,family,0.64,0.61,0.11,0.82,10.14,0.6,0.36,True
18367, k__Archaea (UID2),207, 149, 107,126,19, 4,0, 0, 0, 15.89,2.80, 0.00,225,215,13,kingdom,1.0,0.96,0.43,0.03,0.07,0.7,0.66,True
18624,k__Bacteria (UID203),5449,104,58, 95,9,0,0, 0, 0, 13.79,0.00, 0.00,225,224,8,kingdom,1.0,1.0,0.0,0.0,0.0,0.98,0.98,True
18717,root (UID1), 5656, 56,24, 55,1,0,0, 0, 0,4.17,0.00, 0.00,185,173,5,genus,0.66,0.62,0.15,0.2,0.53,0.82,0.51,True
18800,k__Bacteria (UID203),5449,103,57, 93,10, 0,0, 0, 0, 12.28,0.00, 0.00,256,237,5,kingdom,1.0,0.93,0.04,0.06,0.13,0.45,0.42,True
19064, k__Archaea (UID2),207, 149, 107,118,31, 0,0, 0, 0, 22.43,0.00, 0.00,238,222,10,kingdom,1.0,0.93,0.2,0.05,0.1,0.6,0.56,True
19357, k__Bacteria (UID1452),924, 151, 101, 19, 131, 1,0, 0, 0, 83.33,0.99, 0.00,1735,1596,42,phylum,0.86,0.79,0.04,0.58,2.97,0.48,0.38,True
19518,c__Gammaproteobacteria (UID4442),899, 312, 185,218,94, 0,0, 0, 0, 23.14,0.00, 0.00,257,247,16,class,0.94,0.9,0.12,0.08,0.17,0.55,0.5,True
19781,p__Euryarchaeota (UID3), 148, 188, 125,140,45, 3,0, 0, 0, 23.47,1.60, 0.00,336,316,16,kingdom,1.0,0.94,0.0,0.04,0.09,0.61,0.58,True
20019,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1107,991,29,order,0.52,0.47,0.14,0.73,4.13,0.52,0.25,True
20266,k__Bacteria (UID203),5449,104,58, 77,27, 0,0, 0, 0, 38.79,0.00, 0.00,1254,1089,33,phylum,0.78,0.67,0.04,0.66,3.71,0.45,0.31,True
20323, k__Bacteria (UID2495),2993,147,91, 69,77, 1,0, 0, 0, 48.29,1.10, 0.00,586,538,20,phylum,0.83,0.76,0.04,0.33,1.08,0.52,0.39,True
208, k__Bacteria (UID2982), 88, 230, 148, 5,224, 1,0, 0, 0, 96.62,0.68, 0.00,2216,2055,19,phylum,0.87,0.81,0.03,0.53,2.6,0.52,0.42,True
21835,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,261,257,10,order,0.86,0.85,0.16,0.03,0.07,0.8,0.68,True
23797,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,333,116,4,kingdom,1.0,0.35,0.0,0.0,0.0,0.43,0.15,True
25001,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,357,69,5,kingdom,1.0,0.19,0.0,0.07,0.16,0.37,0.07,True
2539, c__Gammaproteobacteria (UID4443),356, 451, 270, 41, 398, 12, 0, 0, 0, 92.96,2.76, 0.00,4392,4156,85,class,0.93,0.88,0.09,0.09,0.2,0.58,0.52,True
2558,k__Bacteria (UID2495),2993,147,91, 4,141, 2,0, 0, 0, 96.70,1.65, 0.00,5469,4796,152,class,0.54,0.48,0.05,0.8,7.93,0.48,0.23,True
2595, root (UID1), 5656, 56,24, 52,4,0,0, 0, 0, 16.67,0.00, 0.00,1834,581,51,kingdom,0.98,0.31,0.0,0.0,0.0,0.4,0.12,True
2767, c__Gammaproteobacteria (UID4787), 26, 752, 296, 63, 677, 12, 0, 0, 0, 94.45,1.48,25.00,3575,3495,60,kingdom,1.0,0.98,0.0,0.0,0.0,0.93,0.91,True
27708,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,209,207,5,genus,0.46,0.46,0.2,0.41,1.6,0.61,0.28,True
28109,k__Bacteria (UID203),5449,104,58, 99,5,0,0, 0, 0,6.90,0.00, 0.00,339,338,10,kingdom,1.0,1.0,0.0,0.0,0.0,0.99,0.99,True
3177,k__Bacteria (UID1453),901, 171, 117, 28, 139, 4,0, 0, 0, 77.78,1.45,25.00,2147,2092,348,order,0.89,0.87,0.19,0.15,0.33,0.92,0.8,True
31888,p__Euryarchaeota (UID3), 148, 188, 125,132,53, 3,0, 0, 0, 24.80,0.72, 0.00,390,376,20,kingdom,1.0,0.96,0.06,0.02,0.05,0.75,0.72,True
33917,k__Bacteria (UID203),5449,104,58, 93,11, 0,0, 0, 0, 17.24,0.00, 0.00,507,500,14,genus,0.76,0.75,0.27,0.09,0.21,0.63,0.47,True
34015,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,222,202,10,family,0.6,0.55,0.15,0.72,6.3,0.55,0.3,True
36473,root (UID1), 5656, 56,24, 55,1,0,0, 0, 0,4.17,0.00, 0.00,256,234,8,phylum,0.83,0.76,0.09,0.19,0.51,0.56,0.43,True
44525, k__Bacteria (UID1452),924, 161, 108, 90,71, 0,0, 0, 0, 27.38,0.00, 0.00,350,310,5,kingdom,0.98,0.87,0.0,0.0,0.0,0.46,0.41,True
45807,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,250,95,1,kingdom,1.0,0.38,0.0,0.0,0.0,0.38,0.14,True
5148,k__Bacteria (UID1452),924, 151, 101, 4,145, 2,0, 0, 0, 96.70,1.98,50.00,2604,2345,110,family,0.48,0.43,0.06,0.74,4.68,0.51,0.22,True
5750,k__Bacteria (UID1452),924, 151, 101, 8,140, 3,0, 0, 0, 93.23,1.73,33.33,1784,1622,99,order,0.53,0.48,0.11,0.51,2.46,0.5,0.24,True
6715,k__Bacteria (UID1452),924, 151, 101, 14, 137, 0,0, 0, 0, 90.59,0.00, 0.00,1340,1231,25,kingdom,1.0,0.92,0.06,0.04,0.08,0.48,0.44,True
69216,k__Bacteria (UID203),5449,104,58,102,2,0,0, 0, 0,3.45,0.00, 0.00,176,171,1,kingdom,0.98,0.95,0.0,0.0,0.0,0.57,0.54,True
7403,o__Rickettsiales (UID3809),83, 324, 211,146, 165, 13, 0, 0, 0, 54.31,3.87, 7.69,916,580,46,phylum,0.91,0.57,0.15,0.16,0.4,0.48,0.28,True
7582, k__Bacteria (UID203),5449,103,57, 1, 5,95, 1, 1, 0, 98.25, 94.02,50.96,9264,8450,785,phylum,0.87,0.79,0.15,0.15,0.36,0.53,0.42,True
8493, root (UID1), 5656, 56,24, 54,2,0,0, 0, 0,8.33,0.00, 0.00,2296,674,12,kingdom,1.0,0.29,0.0,0.0,0.0,0.42,0.12,True
8530,k__Bacteria (UID2982), 88, 230, 148, 8,221, 1,0, 0, 0, 95.27,0.68, 0.00,2564,2322,63,phylum,0.9,0.82,0.09,0.4,1.49,0.54,0.44,True
8591,k__Bacteria (UID2565),2921,143,88, 4,139, 0,0, 0, 0, 98.01,0.00, 0.00,2781,2339,189,order,0.51,0.43,0.12,0.49,1.96,0.5,0.21,True
8607, c__Alphaproteobacteria (UID3305),564, 349, 230, 55, 293, 1,0, 0, 0, 82.67,0.43,100.00,2158,2045,89,phylum,0.94,0.89,0.09,0.02,0.04,0.59,0.52,True
9755, k__Bacteria (UID203),5449,104,58, 60,43, 1,0, 0, 0, 63.43,1.72, 0.00,1492,1283,282,class,0.94,0.8,0.15,0.09,0.21,0.57,0.46,True
9796, c__Gammaproteobacteria (UID4761), 52, 693, 297, 87, 568, 37, 1, 0, 0, 90.98,7.32,45.00,4774,4425,396,order,0.92,0.85,0.31,0.02,0.04,0.83,0.71,True
