,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
25712,k__Bacteria (UID203),5449,100,55, 80,20, 0,0,0,0, 21.82,0.00, 0.00,240,223,13,phylum,0.78,0.73,0.06,0.7,3.16,0.46,0.34,True
25967,k__Bacteria (UID203),5449,104,58, 64,40, 0,0,0,0, 56.90,0.00, 0.00,586,542,16,class,0.75,0.7,0.07,0.33,1.12,0.49,0.35,True
26153,root (UID1), 5656, 56,24, 53,3,0,0,0,0, 12.50,0.00, 0.00,288,261,11,genus,0.48,0.44,0.08,0.72,4.36,0.48,0.21,True
26562,root (UID1), 5656, 56,24, 53,3,0,0,0,0, 12.50,0.00, 0.00,280,265,6,kingdom,1.0,0.95,0.03,0.03,0.05,0.47,0.45,True
26933,k__Bacteria (UID203),5449,103,57, 88,15, 0,0,0,0, 20.49,0.00, 0.00,470,429,13,family,0.46,0.42,0.08,0.73,5.47,0.48,0.2,True
27925,root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,237,228,7,class,0.95,0.91,0.06,0.18,0.45,0.53,0.49,True
28011,c__Gammaproteobacteria (UID4443),356, 451, 270,357,88, 6,0,0,0, 13.35,1.03,33.33,278,269,9,class,0.91,0.88,0.06,0.11,0.25,0.57,0.5,True
28446,k__Bacteria (UID203),5449,103,57, 87,15, 1,0,0,0, 24.56,1.75, 0.00,385,350,16,phylum,0.75,0.68,0.11,0.47,1.74,0.49,0.33,True
2883,k__Bacteria (UID2495),2993,147,91, 5,142, 0,0,0,0, 95.54,0.00, 0.00,1868,1736,33,phylum,0.8,0.75,0.04,0.3,0.96,0.53,0.4,True
28880,root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,194,184,6,genus,0.45,0.43,0.05,0.53,2.17,0.49,0.21,True
30006,k__Bacteria (UID203),5449,103,57, 95,8,0,0,0,0, 14.04,0.00, 0.00,241,228,7,phylum,0.89,0.85,0.17,0.05,0.1,0.47,0.4,True
30033,root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,210,198,7,phylum,0.85,0.8,0.08,0.32,1.0,0.43,0.34,True
30271,c__Gammaproteobacteria (UID4267),119, 544, 284,176, 368, 0,0,0,0, 68.02,0.00, 0.00,966,947,25,class,0.96,0.94,0.02,0.07,0.15,0.59,0.56,True
31265,k__Bacteria (UID203),5449,104,58, 68,36, 0,0,0,0, 53.45,0.00, 0.00,406,373,10,phylum,0.81,0.75,0.02,0.4,1.48,0.5,0.37,True
31608, k__Archaea (UID2),207, 149, 107,138,11, 0,0,0,0,1.58,0.00, 0.00,262,82,26,kingdom,1.0,0.31,0.0,0.15,0.33,0.39,0.12,True
31799,root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,380,80,5,kingdom,1.0,0.21,0.0,0.06,0.13,0.36,0.08,True
38893,root (UID1), 5656, 56,24, 54,2,0,0,0,0,8.33,0.00, 0.00,232,213,1,kingdom,1.0,0.91,0.0,0.0,0.0,0.51,0.46,True
39019,root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,223,75,1,kingdom,0.99,0.33,0.0,0.0,0.0,0.37,0.12,True
3965,k__Bacteria (UID1452),924, 151, 101, 3,147, 1,0,0,0, 97.03,0.99, 0.00,1217,1115,8,phylum,0.83,0.76,0.01,0.45,1.66,0.47,0.36,True
40056, k__Archaea (UID2),207, 149, 107,126,23, 0,0,0,0, 15.89,0.00, 0.00,256,242,40,phylum,0.96,0.91,0.53,0.05,0.1,0.66,0.6,False
4311,k__Archaea (UID2),207, 145, 103,120,25, 0,0,0,0, 17.96,0.00, 0.00,404,339,92,kingdom,1.0,0.84,0.45,0.08,0.16,0.86,0.72,True
5262, c__Deltaproteobacteria (UID3216), 83, 247, 155, 21, 225, 1,0,0,0, 88.58,0.65, 0.00,2206,2069,58,order,0.51,0.48,0.09,0.76,6.41,0.52,0.25,True
58222,root (UID1), 5656, 56,24, 54,2,0,0,0,0,8.33,0.00, 0.00,283,262,36,class,0.88,0.81,0.73,0.07,0.15,0.56,0.46,False
7410,k__Bacteria (UID1452),924, 151, 101, 6,137, 8,0,0,0, 95.21,6.93, 0.00,1471,1312,24,phylum,0.84,0.75,0.03,0.44,1.66,0.48,0.36,True
847, k__Bacteria (UID3187),2258,182, 112, 7,172, 3,0,0,0, 94.79,2.68, 0.00,3853,3246,20,class,0.84,0.71,0.04,0.09,0.2,0.53,0.38,True
9073,k__Bacteria (UID3187),2258,182, 112, 30, 151, 1,0,0,0, 89.23,0.89, 0.00,2783,2163,177,family,0.65,0.51,0.22,0.08,0.19,0.52,0.26,True
9843,k__Bacteria (UID1452),924, 151, 101, 18, 133, 0,0,0,0, 84.82,0.00, 0.00,1340,1233,16,class,0.69,0.64,0.03,0.82,7.42,0.46,0.29,True
