user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
CCMD31134579ST_bin.60	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	GCF_000020225.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	98.78	0.96	GCF_000020225.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	98.78	0.96	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900184965.1, s__Akkermansia muciniphila_A, 95.0, 93.93, 0.9; GCF_002885095.1, s__Akkermansia muciniphila_B, 95.0, 87.37, 0.87; GCF_002884975.1, s__Akkermansia muciniphila_C, 95.0, 86.05, 0.83; GCF_001580195.1, s__Akkermansia sp001580195, 95.0, 82.38, 0.75; GCF_004167605.1, s__Akkermansia sp004167605, 95.0, 82.34, 0.75; GCF_001683795.1, s__Akkermansia glycaniphila, 95.0, 77.32, 0.12; GCA_900545155.1, s__Akkermansia sp900545155, 95.0, 76.96, 0.11; GCA_900548895.1, s__Akkermansia sp900548895, 95.0, 76.37, 0.06; GCA_002471255.1, s__Akkermansia sp002471255, 95.0, 76.36, 0.04; GCA_004557455.1, s__Akkermansia muciniphila_D, 95.0, 76.28, 0.06; GCA_002358905.1, s__Akkermansia sp002358905, 95.0, 75.84, 0.05	90.08	11	N/A	N/A
CCMD31134579ST_bin.62	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens	GCF_000188175.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens	95.4	0.83	GCA_000434895.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens_A	95.34	0.86	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_900551335.1, s__Phascolarctobacterium_A sp900551335, 95.0, 82.45, 0.66; GCA_900544885.1, s__Phascolarctobacterium_A sp900544885, 95.0, 79.79, 0.31; GCA_900541915.1, s__Phascolarctobacterium_A sp900541915, 95.0, 79.64, 0.26; GCA_900553055.1, s__Phascolarctobacterium_A sp900553055, 95.0, 79.53, 0.33; GCA_900547415.1, s__Phascolarctobacterium_A sp900547415, 95.0, 79.47, 0.34; GCA_004558595.1, s__Phascolarctobacterium_A sp004558595, 95.0, 79.36, 0.35; GCA_900545025.1, s__Phascolarctobacterium_A sp900545025, 95.0, 79.21, 0.28; GCA_900552855.1, s__Phascolarctobacterium_A sp900552855, 95.0, 78.83, 0.29; GCA_004562175.1, s__Phascolarctobacterium_A sp004562175, 95.0, 78.71, 0.39; GCA_900552005.1, s__Phascolarctobacterium_A sp900552005, 95.0, 77.92, 0.24	89.19	11	N/A	N/A
CCMD31134579ST_bin.7	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp000433035	GCA_000433035.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp000433035	99.35	0.93	GCA_000433035.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp000433035	99.35	0.93	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900539265.1, s__CAG-313 sp900539265, 95.0, 90.52, 0.87; GCA_003539625.1, s__CAG-313 sp003539625, 95.0, 77.76, 0.26	92.82	11	N/A	N/A
CCMD31134579ST_bin.72	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	GCF_002834235.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	97.94	0.89	GCF_002834235.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	97.94	0.89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002834225.1, s__Ruminococcus_E bromii, 95.0, 95.08, 0.8; GCA_003526955.1, s__Ruminococcus_E sp003526955, 95.0, 81.12, 0.39; GCF_003438075.1, s__Ruminococcus_E sp003438075, 95.0, 80.0, 0.4; GCA_002491825.1, s__Ruminococcus_E sp002491825, 95.0, 79.84, 0.48; GCA_003521625.1, s__Ruminococcus_E sp003521625, 95.0, 79.63, 0.43; GCA_002493005.1, s__Ruminococcus_E sp002493005, 95.0, 79.33, 0.43; GCF_900101355.1, s__Ruminococcus_E bromii_A, 95.0, 78.97, 0.32; GCA_002493635.1, s__Ruminococcus_E sp002493635, 95.0, 78.86, 0.35; GCA_900543095.1, s__Ruminococcus_E sp900543095, 95.0, 78.7, 0.37; GCA_900315085.1, s__Ruminococcus_E sp900315085, 95.0, 78.22, 0.21; GCA_900316435.1, s__Ruminococcus_E sp900316435, 95.0, 77.89, 0.15; GCA_900318495.1, s__Ruminococcus_E sp900318495, 95.0, 77.75, 0.23; GCA_900315605.1, s__Ruminococcus_E sp900315605, 95.0, 77.68, 0.18; GCF_900100595.1, s__Ruminococcus_E sp900100595, 95.0, 77.65, 0.11; GCA_900315785.1, s__Ruminococcus_E sp900315785, 95.0, 77.53, 0.13; GCA_004560275.1, s__Ruminococcus_E sp004560275, 95.0, 77.53, 0.19; GCF_005601135.1, s__Ruminococcus_E sp900314705, 95.0, 77.52, 0.14; GCA_900315195.1, s__Ruminococcus_E sp900315195, 95.0, 77.42, 0.17; GCA_900319655.1, s__Ruminococcus_E sp900319655, 95.0, 77.36, 0.24; GCA_900316555.1, s__Ruminococcus_E sp900316555, 95.0, 77.33, 0.16; GCA_900316385.1, s__Ruminococcus_E sp900316385, 95.0, 77.22, 0.11; GCA_002350765.1, s__Ruminococcus_E sp002350765, 95.0, 77.17, 0.1; GCA_900318905.1, s__Ruminococcus_E sp900318905, 95.0, 77.01, 0.15; GCA_003520555.1, s__Ruminococcus_E sp003520555, 95.0, 76.93, 0.19; GCA_002353935.1, s__Ruminococcus_E sp002353935, 95.0, 76.89, 0.07; GCA_900314795.1, s__Ruminococcus_E sp900314795, 95.0, 76.89, 0.04; GCA_900317315.1, s__Ruminococcus_E sp900317315, 95.0, 76.75, 0.09; GCA_900316815.1, s__Ruminococcus_E sp900316815, 95.0, 76.7, 0.06; GCA_900319615.1, s__Ruminococcus_E sp900319615, 95.0, 76.69, 0.03; GCA_900317875.1, s__Ruminococcus_E sp900317875, 95.0, 76.49, 0.12; GCA_900317595.1, s__Ruminococcus_E sp900317595, 95.0, 76.49, 0.08; GCA_002394725.1, s__Ruminococcus_E sp002394725, 95.0, 76.12, 0.02; GCA_900320415.1, s__Ruminococcus_E sp900320415, 95.0, 76.12, 0.07; GCA_900313895.1, s__Ruminococcus_E sp900313895, 95.0, 75.87, 0.02; GCA_900315815.1, s__Ruminococcus_E sp900315815, 95.0, 75.82, 0.03; GCA_900320995.1, s__Ruminococcus_E sp900320995, 95.0, 75.76, 0.03; GCA_003499325.1, s__Ruminococcus_E sp003499325, 95.0, 75.32, 0.04; GCA_900313865.1, s__Ruminococcus_E sp900313865, 95.0, 74.53, 0.01	95.65	11	N/A	N/A
CCMD31134579ST_bin.73	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	99.05	0.9	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	99.05	0.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000210575.1, s__Alistipes shahii, 95.0, 80.64, 0.41; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 80.33, 0.43; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 80.14, 0.41; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 79.83, 0.4; GCA_900549305.1, s__Alistipes sp900549305, 95.0, 79.36, 0.26; GCF_900107675.1, s__Alistipes timonensis, 95.0, 79.33, 0.36; GCF_006542685.1, s__Alistipes sp006542685, 95.0, 79.24, 0.37; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 79.1, 0.36; GCF_000311925.1, s__Alistipes obesi, 95.0, 79.0, 0.32; GCF_900083545.1, s__Alistipes sp900083545, 95.0, 78.99, 0.39; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 78.95, 0.34; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 78.92, 0.39; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 78.87, 0.33; GCF_900604385.1, s__Alistipes sp002159375, 95.0, 78.84, 0.33; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 78.83, 0.34; GCF_900021155.1, s__Alistipes sp900021155, 95.0, 78.82, 0.39; GCA_900542505.1, s__Alistipes sp900542505, 95.0, 78.81, 0.33; GCA_900544265.1, s__Alistipes sp900544265, 95.0, 78.78, 0.33; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 78.63, 0.36; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 78.46, 0.3; GCA_900550375.1, s__Alistipes sp900550375, 95.0, 78.44, 0.26; GCA_002358415.1, s__Alistipes sp002358415, 95.0, 78.3, 0.3; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 78.05, 0.31; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 77.61, 0.24; GCA_900548155.1, s__Alistipes sp900548155, 95.0, 77.61, 0.17; GCA_900546065.1, s__Alistipes sp900546065, 95.0, 77.56, 0.17; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 77.36, 0.15; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 77.2, 0.15; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.29, 0.18	89.09	11	N/A	N/A
CCMD31134579ST_bin.78	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	GCF_003324125.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	98.52	0.9	GCF_003324125.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	98.52	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900539695.1, s__Gemmiger sp900539695, 95.0, 80.57, 0.46; GCA_900554145.1, s__Gemmiger sp900554145, 95.0, 80.39, 0.43; GCA_004561545.1, s__Gemmiger sp004561545, 95.0, 80.37, 0.5; GCA_004554775.1, s__Gemmiger variabilis_B, 95.0, 80.1, 0.51; GCA_004552305.1, s__Gemmiger variabilis_A, 95.0, 80.01, 0.44; GCF_900167555.1, s__Gemmiger formicilis, 95.0, 79.78, 0.44; GCA_900540775.1, s__Gemmiger sp900540775, 95.0, 79.76, 0.41; GCA_900540595.1, s__Gemmiger sp900540595, 95.0, 79.64, 0.42; GCA_900545545.1, s__Gemmiger sp900545545, 95.0, 79.31, 0.4; GCA_900556255.1, s__Gemmiger sp900556255, 95.0, 79.12, 0.41; GCA_002306375.1, s__Gemmiger sp002306375, 95.0, 79.06, 0.38; GCA_003343905.1, s__Gemmiger variabilis_C, 95.0, 78.93, 0.41; GCF_000157955.1, s__Gemmiger variabilis, 95.0, 78.8, 0.37; GCA_900548355.1, s__Gemmiger sp900548355, 95.0, 78.15, 0.35; GCA_004555405.1, s__Gemmiger sp004555405, 95.0, 78.08, 0.23	79.96	11	N/A	N/A
CCMD32288175ST_bin.14	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	GCF_000374505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	97.29	0.93	GCF_000374505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	97.29	0.93	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000265365.1, s__Alistipes finegoldii, 95.0, 85.42, 0.71; GCF_000210575.1, s__Alistipes shahii, 95.0, 83.51, 0.64; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 83.14, 0.59; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 82.8, 0.57; GCF_900107675.1, s__Alistipes timonensis, 95.0, 82.48, 0.57; GCF_900083545.1, s__Alistipes sp900083545, 95.0, 82.47, 0.6; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 82.34, 0.56; GCA_900544265.1, s__Alistipes sp900544265, 95.0, 81.95, 0.62; GCA_900549305.1, s__Alistipes sp900549305, 95.0, 81.8, 0.53; GCF_006542685.1, s__Alistipes sp006542685, 95.0, 81.79, 0.55; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 81.36, 0.55; GCA_002358415.1, s__Alistipes sp002358415, 95.0, 81.12, 0.61; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 81.1, 0.49; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 80.77, 0.67; GCF_900604385.1, s__Alistipes sp002159375, 95.0, 80.73, 0.48; GCA_900542505.1, s__Alistipes sp900542505, 95.0, 80.72, 0.59; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 80.41, 0.51; GCF_900021155.1, s__Alistipes sp900021155, 95.0, 80.32, 0.43; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 80.01, 0.53; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 79.6, 0.5; GCF_000311925.1, s__Alistipes obesi, 95.0, 79.55, 0.39; GCA_900550375.1, s__Alistipes sp900550375, 95.0, 79.0, 0.39; GCF_000154465.1, s__Alistipes putredinis, 95.0, 78.93, 0.36; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 78.29, 0.41; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 77.96, 0.22; GCA_900546065.1, s__Alistipes sp900546065, 95.0, 77.92, 0.26; GCA_900548155.1, s__Alistipes sp900548155, 95.0, 77.78, 0.23; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 77.71, 0.27; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.55, 0.17	96.01	11	N/A	N/A
CCMD32288175ST_bin.16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri	GCF_002950215.1	97.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri	97.79	0.86	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	ANI	topological placement and ANI have incongruent species assignments	GCF_002950215.1, s__Escherichia flexneri, 97.0, 97.79, 0.86; GCF_000026325.1, s__Escherichia coli_D, 96.95, 97.29, 0.93; GCF_002949675.1, s__Escherichia dysenteriae, 97.0, 97.18, 0.79; GCF_003697165.2, s__Escherichia coli, 96.81, 96.86, 0.88; GCF_003018335.1, s__Escherichia coli_C, 96.13, 96.01, 0.92; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.6, 0.76; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 93.09, 0.84; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 92.83, 0.86; GCF_000208585.1, s__Escherichia sp000208585, 95.0, 92.8, 0.84; GCF_001660175.1, s__Escherichia sp001660175, 95.0, 91.83, 0.84; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 91.29, 0.74; GCF_002900365.1, s__Escherichia marmotae, 95.0, 91.13, 0.83; GCF_000759775.1, s__Escherichia albertii, 95.0, 90.28, 0.79	99.33	11	N/A	N/A
CCMD32288175ST_bin.22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	GCF_000296465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	98.5	0.91	GCF_000296465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	98.5	0.91	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000512915.1, s__Barnesiella viscericola, 95.0, 78.94, 0.29; GCF_002161555.1, s__Barnesiella sp002161555, 95.0, 78.87, 0.32; GCF_002159975.1, s__Barnesiella sp002159975, 95.0, 78.79, 0.3; GCA_900538555.1, s__Barnesiella sp900538555, 95.0, 77.6, 0.11; GCA_003150885.1, s__Barnesiella sp003150885, 95.0, 77.46, 0.09; GCA_900542255.1, s__Barnesiella sp900542255, 95.0, 76.34, 0.06; GCA_900538705.1, s__Barnesiella sp900538705, 95.0, 76.02, 0.06	97.36	11	N/A	N/A
CCMD32288175ST_bin.27	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	GCF_003324125.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	98.44	0.85	GCF_003324125.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	98.44	0.85	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900540775.1, s__Gemmiger sp900540775, 95.0, 81.57, 0.45; GCA_900539695.1, s__Gemmiger sp900539695, 95.0, 81.26, 0.43; GCA_004554775.1, s__Gemmiger variabilis_B, 95.0, 80.89, 0.43; GCA_900554145.1, s__Gemmiger sp900554145, 95.0, 80.64, 0.49; GCF_900167555.1, s__Gemmiger formicilis, 95.0, 80.58, 0.37; GCA_004561545.1, s__Gemmiger sp004561545, 95.0, 80.33, 0.56; GCA_900540595.1, s__Gemmiger sp900540595, 95.0, 80.2, 0.4; GCA_004552305.1, s__Gemmiger variabilis_A, 95.0, 80.15, 0.49; GCA_900545545.1, s__Gemmiger sp900545545, 95.0, 79.96, 0.4; GCF_000157955.1, s__Gemmiger variabilis, 95.0, 79.29, 0.38; GCA_002306375.1, s__Gemmiger sp002306375, 95.0, 79.24, 0.38; GCA_003343905.1, s__Gemmiger variabilis_C, 95.0, 79.17, 0.39; GCA_900556255.1, s__Gemmiger sp900556255, 95.0, 78.85, 0.42; GCA_004555405.1, s__Gemmiger sp004555405, 95.0, 78.57, 0.27; GCA_900548355.1, s__Gemmiger sp900548355, 95.0, 78.38, 0.33	94.8	11	N/A	N/A
CCMD32288175ST_bin.28	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	GCF_000012845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	97.26	0.84	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	ANI	topological placement and ANI have incongruent species assignments	GCF_000012845.1, s__Parabacteroides distasonis, 95.0, 97.26, 0.84; GCF_004793765.1, s__Parabacteroides distasonis_A, 95.0, 94.06, 0.68; GCF_900186615.1, s__Parabacteroides bouchesdurhonensis, 95.0, 78.74, 0.23; GCA_900549585.1, s__Parabacteroides sp900549585, 95.0, 78.58, 0.1; GCF_900155425.1, s__Parabacteroides sp900155425, 95.0, 78.55, 0.2; GCF_900108035.1, s__Parabacteroides chinchillae, 95.0, 78.47, 0.2; GCF_000969835.1, s__Parabacteroides goldsteinii, 95.0, 78.44, 0.22; GCF_900128505.1, s__Parabacteroides timonensis, 95.0, 78.41, 0.22; GCF_000156495.1, s__Parabacteroides johnsonii, 95.0, 78.34, 0.21; GCF_000969825.1, s__Parabacteroides gordonii, 95.0, 78.27, 0.24; GCF_000154105.1, s__Parabacteroides merdae, 95.0, 78.26, 0.21; GCF_003473295.1, s__Parabacteroides sp003473295, 95.0, 78.22, 0.18; GCF_003363715.1, s__Parabacteroides acidifaciens, 95.0, 78.18, 0.22; GCF_003480915.1, s__Parabacteroides sp003480915, 95.0, 78.17, 0.22; GCF_003479145.1, s__Parabacteroides sp003479145, 95.0, 78.11, 0.23; GCA_900540715.1, s__Parabacteroides sp900540715, 95.0, 78.1, 0.22; GCA_900541965.1, s__Parabacteroides sp900541965, 95.0, 77.84, 0.17; GCA_004562445.1, s__Parabacteroides sp004562445, 95.0, 77.75, 0.13; GCA_000436495.1, s__Parabacteroides sp000436495, 95.0, 77.66, 0.13; GCA_900552465.1, s__Parabacteroides sp900552465, 95.0, 77.58, 0.19; GCA_900552415.1, s__Parabacteroides sp900552415, 95.0, 77.18, 0.22; GCA_900548175.1, s__Parabacteroides sp900548175, 95.0, 77.17, 0.13; GCF_002159645.1, s__Parabacteroides sp002159645, 95.0, 77.07, 0.09; GCA_900547435.1, s__Parabacteroides sp900547435, 95.0, 76.96, 0.12	91.35	11	N/A	N/A
CCMD32288175ST_bin.3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp900066115	GCF_003461625.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp900066115	98.81	0.92	GCF_003461625.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp900066115	98.81	0.92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000154245.1, s__Coprococcus sp000154245, 95.0, 94.45, 0.83; GCA_002437435.1, s__Coprococcus sp002437435, 95.0, 90.24, 0.79; GCF_001404675.1, s__Coprococcus eutactus_A, 95.0, 80.09, 0.19; GCF_000154425.1, s__Coprococcus eutactus, 95.0, 80.03, 0.18; GCF_003482105.1, s__Coprococcus sp000433075, 95.0, 79.68, 0.2; GCA_900548215.1, s__Coprococcus sp900548215, 95.0, 78.66, 0.16; GCA_900548315.1, s__Coprococcus sp900548315, 95.0, 78.51, 0.19; GCA_900557435.1, s__Coprococcus sp900557435, 95.0, 78.04, 0.13	93.13	11	N/A	N/A
CCMD32288175ST_bin.30	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	GCF_001405615.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.56	0.94	GCF_001405615.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.56	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900557055.1, s__Agathobacter sp900557055, 95.0, 98.14, 0.56; GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 91.51, 0.68; GCA_900550845.1, s__Agathobacter sp900550845, 95.0, 81.29, 0.15; GCA_900550545.1, s__Agathobacter sp900550545, 95.0, 80.01, 0.39; GCA_900552085.1, s__Agathobacter sp900552085, 95.0, 79.58, 0.32; GCA_900543445.1, s__Agathobacter sp900543445, 95.0, 79.17, 0.35; GCA_900549895.1, s__Agathobacter sp900549895, 95.0, 79.07, 0.35; GCA_000434275.1, s__Agathobacter sp000434275, 95.0, 78.91, 0.37; GCA_900316805.1, s__Agathobacter sp900316805, 95.0, 78.06, 0.27; GCF_000020605.1, s__Agathobacter rectalis, 95.0, 77.8, 0.18; GCA_900547695.1, s__Agathobacter sp900547695, 95.0, 77.78, 0.15; GCA_900317585.1, s__Agathobacter sp900317585, 95.0, 77.7, 0.14; GCA_900546625.1, s__Agathobacter sp900546625, 95.0, 77.6, 0.17; GCA_900548765.1, s__Agathobacter sp900548765, 95.0, 77.46, 0.13; GCF_002735305.1, s__Agathobacter ruminis, 95.0, 77.25, 0.12	65.62	11	N/A	N/A
