,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
12898,root (UID1), 5656, 56,24, 55,1,0,0, 0, 0,4.17,0.00, 0.00,372,350,6,family,0.51,0.48,0.02,0.46,1.99,0.56,0.27,True
13117,k__Bacteria (UID203),5449,103,57, 79,21, 3,0, 0, 0, 35.09,3.51, 0.00,741,656,12,class,0.6,0.53,0.02,0.8,7.04,0.45,0.24,True
13977,k__Bacteria (UID203),5449,104,58, 33,71, 0,0, 0, 0, 70.86,0.00, 0.00,936,842,17,kingdom,1.0,0.9,0.03,0.03,0.07,0.44,0.4,True
16891, k__Bacteria (UID1452),924, 151, 101, 83,68, 0,0, 0, 0, 37.62,0.00, 0.00,341,321,9,class,0.61,0.57,0.01,0.74,5.73,0.47,0.27,True
1787, p__Euryarchaeota (UID3), 148, 188, 125, 25, 148, 15, 0, 0, 0, 82.09,6.72,80.00,1480,1328,101,kingdom,1.0,0.9,0.2,0.09,0.18,0.61,0.55,True
20088, k__Archaea (UID2),207, 149, 107,134,9,6,0, 0, 0,4.53,0.43, 0.00,354,112,14,kingdom,1.0,0.32,0.0,0.13,0.3,0.35,0.11,True
22289, k__Archaea (UID2),207, 149, 107,131,18, 0,0, 0, 0, 12.15,0.00, 0.00,195,187,7,kingdom,1.0,0.96,0.0,0.05,0.11,0.73,0.7,True
26240,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,381,158,3,kingdom,1.0,0.41,0.0,0.03,0.05,0.43,0.18,True
33, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,321,28,15,kingdom,1.0,0.09,0.0,0.04,0.07,0.34,0.03,True
4378,k__Bacteria (UID3187),2258,182, 112, 5,175, 2,0, 0, 0, 95.54,1.79, 0.00,3275,2458,59,order,0.66,0.49,0.08,0.32,0.99,0.5,0.24,True
5647, k__Bacteria (UID203),5449,104,58, 14,67, 22, 1, 0, 0, 90.83, 15.83, 0.00,2555,2440,407,order,0.88,0.84,0.52,0.13,0.3,0.79,0.66,False
6145,k__Archaea (UID2),207, 149, 107,148,1,0,0, 0, 0,0.93,0.00, 0.00,793,69,52,kingdom,1.0,0.09,0.0,0.07,0.16,0.34,0.03,True
737,c__Gammaproteobacteria (UID4443),356, 448, 269,198, 246, 4,0, 0, 0, 54.35,0.76, 0.00,2085,1989,496,genus,0.87,0.83,0.45,0.06,0.12,0.78,0.65,True
7805,k__Bacteria (UID1453),901, 171, 117, 5,161, 5,0, 0, 0, 96.15,2.42,20.00,2371,2305,42,phylum,0.98,0.95,0.09,0.08,0.16,0.78,0.74,True
90, p__Euryarchaeota (UID3), 148, 188, 125, 25, 159, 4,0, 0, 0, 81.60,2.40,25.00,1674,1509,168,kingdom,1.0,0.9,0.29,0.05,0.1,0.63,0.57,True
9480,k__Archaea (UID2),207, 149, 107,131,11, 7,0, 0, 0,4.45,0.50, 0.00,291,82,6,kingdom,1.0,0.28,0.0,0.22,0.52,0.37,0.1,True
9887,k__Archaea (UID2),207, 149, 107,118,31, 0,0, 0, 0, 23.83,0.00, 0.00,333,322,11,kingdom,1.0,0.97,0.11,0.06,0.12,0.71,0.69,True
9895,k__Bacteria (UID2495),2993,147,91, 42,60, 33, 9, 3, 0, 72.60, 44.00, 6.41,1990,1878,373,family,0.74,0.7,0.92,0.28,0.82,0.75,0.52,False
9910,k__Archaea (UID2),207, 149, 107,140,9,0,0, 0, 0,4.03,0.00, 0.00,370,90,25,kingdom,1.0,0.24,0.0,0.19,0.44,0.35,0.09,True
9928, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,403,360,47,order,0.5,0.45,0.09,0.4,1.59,0.49,0.22,True
